S11T20R01	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
0.61	61	-0.033	-0.995	0.105	0.7448454	-0.2291832	0.1145916	95.6266902	-0.87662574	-24.48249534
0.62	62	-0.033	-0.995	0.104	0.8021412	-0.0572958	0.1145916	95.63814936	-0.87662574	-24.48249534
0.63	63	-0.032	-0.996	0.102	1.0313244	0.0572958	0.1718874	95.64960852	-0.88235532	-24.48249534
0.64	64	-0.031	-1	0.101	1.145916	0.3437748	0.1145916	95.66106768	-0.88235532	-24.47676576
0.65	65	-0.03	-1.004	0.105	1.2032118	0.1718874	0.1718874	95.64387894	-0.90527364	-24.48249534
0.66	66	-0.03	-1.006	0.106	1.3178034	0.286479	0.1145916	95.6553381	-0.90527364	-24.47676576
0.67	67	-0.028	-1.006	0.104	1.3750992	0.0572958	0.2291832	95.67252684	-0.91100322	-24.47676576
0.68	68	-0.028	-1.007	0.106	1.145916	-0.1145916	0.1718874	95.683986	-0.91100322	-24.48249534
0.69	69	-0.028	-1.004	0.109	1.145916	-0.0572958	0.1718874	95.69544516	-0.91100322	-24.48249534
0.7	70	-0.028	-1.002	0.109	1.2032118	0	0.1145916	95.67252684	-0.93392154	-24.48822492
0.71	71	-0.029	-1.002	0.108	1.145916	0.1718874	0.0572958	95.68971558	-0.93392154	-24.48249534
0.72	72	-0.03	-1.004	0.109	1.145916	0.4583664	0	95.70117474	-0.93392154	-24.48249534
0.73	73	-0.028	-1.005	0.111	1.145916	0.4583664	0	95.7126339	-0.93392154	-24.47676576
0.74	74	-0.028	-1.004	0.113	0.9167328	0.4583664	0	95.71836348	-0.93392154	-24.47103618
0.75	75	-0.026	-1.004	0.111	0.6875496	0.4010706	0	95.68971558	-0.95111028	-24.47103618
0.76	76	-0.027	-1.004	0.112	0.4583664	0.4010706	-0.0572958	95.69544516	-0.95111028	-24.4653066
0.77	77	-0.027	-1.004	0.112	0.4010706	0.5156622	-0.0572958	95.70117474	-0.95111028	-24.45957702
0.78	78	-0.028	-1.003	0.112	0.4010706	0.572958	0	95.70690432	-0.95111028	-24.45384744
0.79	79	-0.027	-1.001	0.113	0.572958	0.6302538	0	95.7126339	-0.95111028	-24.44811786
0.8	80	-0.027	-0.999	0.115	0.6302538	0.6302538	0	95.70690432	-0.96256944	-24.44238828
0.81	81	-0.026	-0.998	0.114	0.8021412	0.5156622	-0.0572958	95.7126339	-0.96256944	-24.4366587
0.82	82	-0.026	-0.998	0.114	0.9740286	0.2291832	0	95.72409306	-0.96256944	-24.4366587
0.83	83	-0.026	-0.999	0.113	0.9740286	0	-0.0572958	95.73555222	-0.96256944	-24.4366587
0.84	84	-0.026	-1	0.114	1.0313244	0	-0.1145916	95.74701138	-0.96256944	-24.4366587
0.85	85	-0.026	-1.003	0.114	1.0313244	0	-0.1145916	95.7412818	-0.9740286	-24.4366587
0.86	86	-0.025	-1.003	0.113	0.9740286	0.0572958	0	95.74701138	-0.9740286	-24.4366587
0.87	87	-0.026	-1.005	0.118	1.0313244	0.1718874	0.0572958	95.75847054	-0.9740286	-24.4366587
0.88	88	-0.027	-1.005	0.117	0.7448454	0.2291832	0.0572958	95.76420012	-0.9740286	-24.43092912
0.89	89	-0.026	-1.006	0.116	0.6302538	0.1145916	0.1145916	95.77565928	-0.9740286	-24.43092912
0.9	90	-0.026	-1.006	0.116	0.572958	-0.0572958	0.1718874	95.75274096	-0.99121734	-24.4366587
0.91	91	-0.026	-1.005	0.116	0.4010706	-0.2291832	0.1145916	95.75847054	-0.99694692	-24.4366587
0.92	92	-0.026	-1.005	0.117	0.286479	-0.286479	0.0572958	95.75847054	-0.99694692	-24.44238828
0.93	93	-0.025	-1.003	0.119	0.1145916	-0.3437748	0.0572958	95.75847054	-0.99694692	-24.44811786
0.94	94	-0.026	-1.002	0.12	0	-0.3437748	0.1145916	95.76420012	-0.99694692	-24.44811786
0.95	95	-0.028	-1.001	0.119	-0.1718874	-0.3437748	0.1718874	95.74701138	-1.01413566	-24.45957702
0.96	96	-0.028	-0.999	0.119	-0.3437748	-0.2291832	0.1718874	95.7412818	-1.01986524	-24.4653066
0.97	97	-0.028	-0.998	0.12	-0.2291832	-0.2291832	0.2291832	95.7412818	-1.01986524	-24.4653066
0.98	98	-0.029	-0.998	0.122	-0.1145916	-0.1718874	0.1718874	95.7412818	-1.01986524	-24.4653066
0.99	99	-0.029	-0.998	0.123	-0.1718874	0	0.1145916	95.73555222	-1.02559482	-24.4653066
1	100	-0.03	-0.999	0.122	-0.1145916	0	0.0572958	95.72982264	-1.08289062	-24.48822492
1.01	101	-0.03	-1	0.12	-0.1145916	-0.1145916	0.1145916	95.72982264	-1.08289062	-24.4939545
1.02	102	-0.028	-1	0.118	-0.1718874	-0.2291832	0.2291832	95.72982264	-1.08289062	-24.4939545
1.03	103	-0.03	-1.001	0.12	-0.1145916	-0.3437748	0.1718874	95.72409306	-1.0886202	-24.49968408
1.04	104	-0.031	-1.001	0.119	0	-0.4010706	0.1718874	95.72409306	-1.0886202	-24.50541366
1.05	105	-0.033	-1	0.12	-0.1718874	-0.3437748	0	95.7126339	-1.13445684	-24.5226024
1.06	106	-0.032	-1.001	0.119	-0.2291832	-0.4010706	0	95.7126339	-1.13445684	-24.52833198
1.07	107	-0.032	-1.001	0.119	-0.2291832	-0.4010706	-0.1718874	95.70690432	-1.12872726	-24.53406156
1.08	108	-0.033	-1.002	0.118	-0.286479	-0.3437748	-0.286479	95.70690432	-1.12299768	-24.53406156
1.09	109	-0.032	-1.002	0.114	-0.5156622	-0.5156622	-0.3437748	95.70117474	-1.12299768	-24.53979114
1.1	110	-0.032	-1.001	0.113	-0.5156622	-0.4583664	-0.4010706	95.683986	-1.12872726	-24.5512503
1.11	111	-0.031	-1.001	0.114	-0.4583664	-0.1718874	-0.3437748	95.67825642	-1.12872726	-24.5512503
1.12	112	-0.028	-0.998	0.112	-0.4583664	-0.2291832	-0.1145916	95.67252684	-1.12872726	-24.5512503
1.13	113	-0.027	-0.997	0.111	-0.286479	-0.2291832	0.0572958	95.67252684	-1.12872726	-24.55697988
1.14	114	-0.029	-0.998	0.111	-0.0572958	-0.3437748	0.1145916	95.67252684	-1.12872726	-24.56270946
1.15	115	-0.029	-1.001	0.115	0	-0.3437748	0	95.63814936	-1.15737516	-24.57416862
1.16	116	-0.031	-1.002	0.116	0.0572958	-0.0572958	0.1145916	95.63814936	-1.15737516	-24.57416862
1.17	117	-0.033	-1.001	0.117	0	0	0.1145916	95.63814936	-1.15737516	-24.57416862
1.18	118	-0.032	-1.002	0.117	0.1145916	0.286479	0.1718874	95.63814936	-1.16310474	-24.56843904
1.19	119	-0.03	-1.002	0.118	0.2291832	0.2291832	0.3437748	95.64387894	-1.16310474	-24.56843904
1.2	120	-0.03	-1.002	0.121	0.3437748	0	0.1718874	95.66106768	-1.19175264	-24.5798982
1.21	121	-0.029	-1.003	0.123	0.2291832	-0.2291832	0	95.66679726	-1.19175264	-24.5798982
1.22	122	-0.028	-1.004	0.121	0	-0.1145916	-0.0572958	95.66679726	-1.18602306	-24.5798982
1.23	123	-0.028	-1.003	0.117	-0.1718874	-0.0572958	-0.0572958	95.66106768	-1.18602306	-24.5798982
1.24	124	-0.029	-0.997	0.115	-0.1145916	-0.1145916	0	95.66106768	-1.18602306	-24.58562778
1.25	125	-0.031	-0.992	0.115	0.1718874	-0.286479	0	95.64960852	-1.20894138	-24.59708694
1.26	126	-0.031	-0.988	0.116	0.7448454	-0.4010706	0	95.6553381	-1.20894138	-24.59708694
1.27	127	-0.032	-0.987	0.116	1.3178034	-0.3437748	0	95.66679726	-1.20894138	-24.60281652
1.28	128	-0.033	-0.991	0.117	1.6615782	-0.3437748	-0.2291832	95.683986	-1.20894138	-24.60281652
1.29	129	-0.033	-0.994	0.117	1.7761698	-0.4583664	-0.1718874	95.70690432	-1.2032118	-24.6085461
1.3	130	-0.035	-0.996	0.117	1.718874	-0.3437748	-0.286479	95.71836348	-1.21467096	-24.61427568
1.31	131	-0.033	-0.999	0.117	1.8907614	-0.2291832	-0.2291832	95.7412818	-1.20894138	-24.62000526
1.32	132	-0.036	-1.003	0.116	1.7761698	-0.286479	-0.3437748	95.75847054	-1.20894138	-24.62000526
1.33	133	-0.035	-1.004	0.117	1.7761698	-0.2291832	-0.4583664	95.77565928	-1.2032118	-24.62573484
1.34	134	-0.034	-1.005	0.119	1.8907614	-0.286479	-0.5156622	95.79284802	-1.19748222	-24.62573484
1.35	135	-0.032	-1.003	0.12	1.7761698	-0.3437748	-0.6302538	95.81003676	-1.19175264	-24.63146442
1.36	136	-0.029	-1	0.121	1.7761698	-0.286479	-0.8021412	95.8272255	-1.18602306	-24.63146442
1.37	137	-0.026	-1.001	0.121	1.8334656	-0.286479	-0.9167328	95.85014382	-1.1745639	-24.63146442
1.38	138	-0.026	-1.002	0.123	1.8907614	-0.1718874	-0.8021412	95.86733256	-1.16883432	-24.637194
1.39	139	-0.024	-1.002	0.122	2.005353	0	-0.8021412	95.89025088	-1.15737516	-24.63146442
1.4	140	-0.024	-1.001	0.123	2.005353	0.1145916	-0.572958	95.90743962	-1.15164558	-24.63146442
1.41	141	-0.024	-0.998	0.125	2.0626488	-0.1145916	-0.4583664	95.93035794	-1.145916	-24.63146442
1.42	142	-0.025	-0.998	0.127	2.1199446	-0.4010706	-0.5156622	95.94754668	-1.14018642	-24.637194
1.43	143	-0.027	-0.999	0.128	2.1772404	-0.6875496	-0.6302538	95.970465	-1.12872726	-24.64292358
1.44	144	-0.028	-1.002	0.128	2.0626488	-0.7448454	-0.8021412	95.99338332	-1.12299768	-24.64865316
1.45	145	-0.03	-1.002	0.129	1.8907614	-0.9740286	-0.9167328	96.01630164	-1.1172681	-24.66011232
1.46	146	-0.032	-1	0.129	1.8334656	-1.0313244	-1.0313244	96.03349038	-1.10580894	-24.6658419
1.47	147	-0.03	-0.998	0.133	2.005353	-0.9167328	-1.0886202	96.0564087	-1.0886202	-24.67157148
1.48	148	-0.029	-0.995	0.135	2.2345362	-0.7448454	-1.145916	96.07932702	-1.07716104	-24.68303064
1.49	149	-0.028	-0.995	0.134	2.1772404	-0.859437	-1.0313244	96.10224534	-1.06570188	-24.68876022
1.5	150	-0.028	-0.995	0.132	2.2345362	-0.9740286	-1.0313244	96.12516366	-1.0599723	-24.70021938
1.51	151	-0.028	-0.997	0.133	2.291832	-1.0886202	-0.9740286	96.14808198	-1.04851314	-24.70594896
1.52	152	-0.028	-0.998	0.132	2.3491278	-1.145916	-0.9167328	96.17672988	-1.03705398	-24.71740812
1.53	153	-0.03	-0.999	0.134	2.4637194	-1.0313244	-0.7448454	96.1996482	-1.02559482	-24.72886728
1.54	154	-0.03	-0.999	0.136	2.4064236	-0.8021412	-0.6875496	96.2282961	-1.01986524	-24.73459686
1.55	155	-0.029	-0.999	0.136	2.4064236	-0.5156622	-0.6302538	96.256944	-1.01413566	-24.74032644
1.56	156	-0.029	-1	0.135	2.4637194	-0.5156622	-0.572958	96.27986232	-1.00840608	-24.74605602
1.57	157	-0.028	-1	0.134	2.4064236	-0.5156622	-0.4583664	96.30278064	-1.0026765	-24.7517856
1.58	158	-0.029	-0.999	0.136	2.5210152	-0.8021412	-0.3437748	96.33142854	-0.99694692	-24.75751518
1.59	159	-0.03	-0.998	0.139	2.6356068	-0.7448454	-0.4010706	96.36007644	-0.99121734	-24.76324476
1.6	160	-0.029	-0.998	0.138	2.5210152	-0.5156622	-0.4010706	96.38872434	-0.99694692	-24.76897434
1.61	161	-0.028	-0.997	0.138	2.5210152	-0.3437748	-0.5156622	96.41164266	-0.99121734	-24.77470392
1.62	162	-0.026	-0.998	0.138	2.6929026	-0.3437748	-0.4010706	96.44029056	-0.98548776	-24.77470392
1.63	163	-0.026	-0.997	0.138	2.7501984	-0.4583664	-0.3437748	96.46893846	-0.97975818	-24.7804335
1.64	164	-0.025	-0.996	0.137	2.86479	-0.4583664	-0.2291832	96.49758636	-0.9740286	-24.78616308
1.65	165	-0.025	-0.995	0.137	2.9793816	-0.7448454	-0.1718874	96.53196384	-0.97975818	-24.79189266
1.66	166	-0.026	-0.994	0.136	3.0939732	-0.9740286	-0.3437748	96.56061174	-0.9740286	-24.80335182
1.67	167	-0.029	-0.994	0.137	1.0313244	-0.2291832	0.3437748	96.5720709	-0.9740286	-24.80335182
1.68	168	-0.029	-0.993	0.138	1.3178034	-0.0572958	0.2291832	96.58925964	-0.97975818	-24.80335182
1.69	169	-0.028	-0.993	0.137	1.7761698	0.0572958	0.2291832	96.60644838	-0.97975818	-24.80335182
1.7	170	-0.029	-0.993	0.139	2.005353	0.2291832	0.1718874	96.6293667	-0.99121734	-24.80335182
1.71	171	-0.029	-0.992	0.139	2.291832	0.286479	0.1145916	96.65228502	-0.99694692	-24.80335182
1.72	172	-0.029	-0.993	0.139	2.3491278	0.1718874	0.0572958	96.67520334	-0.99694692	-24.80335182
1.73	173	-0.029	-0.993	0.14	2.4637194	0.1145916	0	96.69812166	-0.99694692	-24.79762224
1.74	174	-0.028	-0.993	0.14	2.578311	0.2291832	-0.0572958	96.72676956	-0.99694692	-24.79762224
1.75	175	-0.027	-0.991	0.143	2.6929026	0.4010706	0	96.76114704	-1.0026765	-24.79189266
1.76	176	-0.029	-0.99	0.145	3.0939732	0.286479	0.1145916	96.78979494	-1.0026765	-24.79189266
1.77	177	-0.028	-0.99	0.146	3.4950438	0.2291832	0.0572958	96.82417242	-1.0026765	-24.78616308
1.78	178	-0.027	-0.991	0.146	3.6096354	0.3437748	0.1718874	96.86427948	-1.0026765	-24.78616308
1.79	179	-0.025	-0.992	0.144	3.7815228	0.0572958	0.3437748	96.89865696	-1.00840608	-24.7804335
1.8	180	-0.023	-0.991	0.144	4.010706	-0.286479	0.4583664	96.9444936	-1.01413566	-24.78616308
1.81	181	-0.023	-0.993	0.146	4.4690724	-0.3437748	0.4583664	96.99033024	-1.01986524	-24.79189266
1.82	182	-0.024	-0.995	0.149	4.9274388	-0.2291832	0.3437748	97.04189646	-1.01986524	-24.79189266
1.83	183	-0.026	-0.996	0.149	5.2139178	-0.0572958	0.286479	97.09346268	-1.02559482	-24.79189266
1.84	184	-0.024	-0.995	0.151	5.3858052	0.1145916	0.3437748	97.1450289	-1.02559482	-24.79189266
1.85	185	-0.023	-0.993	0.153	5.6149884	0	0.286479	97.20805428	-1.0313244	-24.79189266
1.86	186	-0.024	-0.993	0.154	5.7868758	-0.4583664	0.2291832	97.26535008	-1.0313244	-24.79762224
1.87	187	-0.02	-0.99	0.157	5.8441716	-0.859437	0.0572958	97.32837546	-1.0313244	-24.80335182
1.88	188	-0.022	-0.986	0.157	6.0733548	-1.0313244	-0.1145916	97.39140084	-1.02559482	-24.81481098
1.89	189	-0.022	-0.983	0.158	6.2452422	-1.3178034	-0.1145916	97.45442622	-1.02559482	-24.82627014
1.9	190	-0.023	-0.982	0.161	6.7609044	-1.4896908	-0.1718874	97.52891076	-1.01986524	-24.8377293
1.91	191	-0.025	-0.986	0.164	7.3911582	-1.4896908	0	97.6033953	-1.01413566	-24.85491804
1.92	192	-0.026	-0.99	0.165	8.0787078	-1.432395	0.1718874	97.68360942	-1.01413566	-24.8663772
1.93	193	-0.029	-0.99	0.164	8.4797784	-1.3750992	0.286479	97.7752827	-1.01413566	-24.87783636
1.94	194	-0.03	-0.986	0.161	8.880849	-1.4896908	0.286479	97.8612264	-1.01413566	-24.8950251
1.95	195	-0.03	-0.98	0.162	9.0527364	-1.432395	0.286479	97.95862926	-1.01986524	-24.90648426
1.96	196	-0.029	-0.973	0.161	9.453807	-1.3178034	0.1718874	98.05603212	-1.01413566	-24.91794342
1.97	197	-0.029	-0.968	0.161	10.1413566	-1.2605076	0.1145916	98.15916456	-1.01413566	-24.92940258
1.98	198	-0.026	-0.965	0.163	10.886202	-1.2032118	0.1145916	98.26802658	-1.01413566	-24.94086174
1.99	199	-0.026	-0.964	0.165	11.9748222	-1.0313244	0.1718874	98.39407734	-1.01413566	-24.9523209
2	200	-0.025	-0.968	0.168	13.0634424	-0.859437	0.286479	98.52585768	-1.01413566	-24.95805048
2.01	201	-0.023	-0.97	0.17	14.4385416	-0.4583664	0.5156622	98.67482676	-1.01986524	-24.96378006
2.02	202	-0.023	-0.972	0.174	15.3552744	-0.4010706	0.6875496	98.82952542	-1.02559482	-24.96950964
2.03	203	-0.022	-0.973	0.18	16.4438946	-0.5156622	0.8021412	98.99568324	-1.0313244	-24.96950964
2.04	204	-0.023	-0.974	0.184	17.2460358	-0.7448454	0.9740286	99.17330022	-1.03705398	-24.9809688
2.05	205	-0.024	-0.972	0.184	18.048177	-0.7448454	1.2032118	99.35664678	-1.04851314	-24.98669838
2.06	206	-0.025	-0.97	0.187	18.9649098	-0.5156622	1.2605076	99.54572292	-1.05424272	-24.99242796
2.07	207	-0.028	-0.967	0.192	19.8816426	-0.572958	1.2605076	99.7519878	-1.06570188	-24.99815754
2.08	208	-0.029	-0.961	0.195	20.8556712	-0.9740286	1.2032118	99.96398226	-1.07716104	-25.00388712
2.09	209	-0.03	-0.958	0.194	21.8869956	-1.2605076	0.9740286	100.1874359	-1.08289062	-25.01534628
2.1	210	-0.031	-0.956	0.194	23.0902074	-1.2032118	0.8021412	100.4223487	-1.0886202	-25.02680544
2.11	211	-0.031	-0.955	0.196	24.5226024	-0.9740286	0.859437	100.6687206	-1.09434978	-25.0382646
2.12	212	-0.033	-0.954	0.194	26.0122932	-0.572958	1.0313244	100.9322813	-1.10007936	-25.0382646
2.13	213	-0.031	-0.948	0.193	27.501984	-0.0572958	1.0886202	101.2130307	-1.11153852	-25.0382646
2.14	214	-0.027	-0.944	0.194	29.220858	0.3437748	1.2605076	101.5109689	-1.12299768	-25.03253502
2.15	215	-0.024	-0.942	0.199	31.0543236	0.9167328	1.718874	101.8260958	-1.14018642	-25.02680544
2.16	216	-0.025	-0.935	0.204	33.1169724	1.4896908	2.005353	102.1584114	-1.16310474	-25.0096167
2.17	217	-0.025	-0.933	0.207	35.0650296	1.4896908	2.1199446	102.5136454	-1.18029348	-24.99815754
2.18	218	-0.026	-0.931	0.211	36.4401288	1.3178034	1.8334656	102.8860681	-1.2032118	-24.9809688
2.19	219	-0.027	-0.93	0.215	38.101707	0.9167328	1.4896908	103.2699499	-1.21467096	-24.96950964
2.2	220	-0.028	-0.931	0.223	39.7632852	0.7448454	1.2032118	103.6767501	-1.2318597	-24.96378006
2.21	221	-0.027	-0.936	0.231	41.4248634	0.9167328	0.9740286	104.0950094	-1.23758928	-24.9523209
2.22	222	-0.026	-0.941	0.233	42.3415962	1.3178034	0.9167328	104.5247279	-1.24904844	-24.93513216
2.23	223	-0.028	-0.945	0.236	43.2010332	1.4896908	1.145916	104.960176	-1.26623718	-24.91794342
2.24	224	-0.032	-0.944	0.243	44.4615408	1.3750992	1.3750992	105.4128128	-1.27769634	-24.90075468
2.25	225	-0.032	-0.938	0.251	45.7793442	1.2605076	1.432395	105.8769088	-1.29488508	-24.88929552
2.26	226	-0.023	-0.936	0.259	47.0971476	1.432395	1.2032118	106.352464	-1.30634424	-24.87210678
2.27	227	-0.02	-0.937	0.266	48.4722468	1.3750992	0.6875496	106.8452078	-1.3178034	-24.85491804
2.28	228	-0.022	-0.937	0.277	49.9619376	0.7448454	0.1718874	107.3494109	-1.3178034	-24.8377293
2.29	229	-0.02	-0.932	0.29	51.1651494	0.1145916	0.2291832	107.8708027	-1.32353298	-24.83199972
2.3	230	-0.019	-0.931	0.306	51.9672906	-0.3437748	0.5156622	108.397924	-1.32353298	-24.83199972
2.31	231	-0.02	-0.935	0.32	52.3110654	-0.5156622	0.9167328	108.930775	-1.32353298	-24.83199972
2.32	232	-0.024	-0.932	0.328	52.5975444	-1.6615782	1.7761698	109.4636259	-1.33499214	-24.84345888
2.33	233	-0.027	-0.926	0.332	53.3423898	-2.86479	2.578311	110.007936	-1.3464513	-24.87210678
2.34	234	-0.024	-0.925	0.338	54.0872352	-3.4950438	3.0939732	110.5579757	-1.36364004	-24.91221384
2.35	235	-0.019	-0.926	0.345	54.3164184	-4.2398892	3.2658606	111.1080154	-1.3750992	-24.9523209
2.36	236	-0.018	-0.925	0.361	54.8320806	-5.7868758	3.151269	111.6695142	-1.38082878	-25.0096167
2.37	237	-0.013	-0.924	0.382	54.9466722	-6.8182002	2.6356068	112.2252835	-1.3750992	-25.07264208
2.38	238	-0.009	-0.923	0.399	54.0872352	-7.161975	1.8334656	112.7810527	-1.35791046	-25.14139704
2.39	239	-0.009	-0.915	0.407	52.7694318	-7.448454	1.9480572	113.3196332	-1.3464513	-25.20442242
2.4	240	-0.003	-0.913	0.401	52.0818822	-7.7922288	3.151269	113.8467546	-1.34072172	-25.27890696
